ip1_1;ip1_2;ip1_3;ip1_4;ip1_port;ip2_1;ip2_2;ip2_3;ip2_4;ip2_port;anomaly
219;196;206;31;56704;192;168;0;102;80;20
219;196;206;31;34927;192;168;0;102;80;20
219;196;206;31;9447;192;168;0;102;80;20
219;196;206;31;57075;192;168;0;102;80;20
219;196;206;31;30276;192;168;0;102;80;20
219;196;206;31;65243;192;168;0;102;80;20
219;196;206;31;8947;192;168;0;102;80;20
219;196;206;31;54062;192;168;0;102;80;20
219;196;206;31;16094;192;168;0;102;80;20
219;196;206;31;57251;192;168;0;102;80;20
219;196;206;31;17848;192;168;0;102;80;20
219;196;206;31;30849;192;168;0;102;80;20
219;196;206;31;13318;192;168;0;102;80;20
219;196;206;31;60280;192;168;0;102;80;20
219;196;206;31;54988;192;168;0;102;80;20
219;196;206;31;52003;192;168;0;102;80;20
219;196;206;31;52727;192;168;0;102;80;20
219;196;206;31;22176;192;168;0;102;80;20
219;196;206;31;20330;192;168;0;102;80;20
219;196;206;31;55606;192;168;0;102;80;20
219;196;206;31;22132;192;168;0;102;80;20
219;196;206;31;36020;192;168;0;102;80;20
219;196;206;31;35982;192;168;0;102;80;20
219;196;206;31;34369;192;168;0;102;80;20
219;196;206;31;2014;192;168;0;102;80;20
219;196;206;31;19448;192;168;0;102;80;20
219;196;206;31;56906;192;168;0;102;80;20
219;196;206;31;63225;192;168;0;102;80;20
219;196;206;31;40769;192;168;0;102;80;20
219;196;206;31;3921;192;168;0;102;80;20
219;196;206;31;4196;192;168;0;102;80;20
219;196;206;31;33805;192;168;0;102;80;20
219;196;206;31;8237;192;168;0;102;80;20
219;196;206;31;9608;192;168;0;102;80;20
219;196;206;31;28776;192;168;0;102;80;20
219;196;206;31;28715;192;168;0;102;80;20
219;196;206;31;49091;192;168;0;102;80;20
219;196;206;31;60383;192;168;0;102;80;20
219;196;206;31;37651;192;168;0;102;80;20
219;196;206;31;37160;192;168;0;102;80;20
219;196;206;31;48463;192;168;0;102;80;20
219;196;206;31;52663;192;168;0;102;80;20
219;196;206;31;11298;192;168;0;102;80;20
219;196;206;31;39423;192;168;0;102;80;20
219;196;206;31;23948;192;168;0;102;80;20
219;196;206;31;8995;192;168;0;102;80;20
219;196;206;31;38974;192;168;0;102;80;20
219;196;206;31;5226;192;168;0;102;80;20
219;196;206;31;14253;192;168;0;102;80;20
219;196;206;31;50693;192;168;0;102;80;20
219;196;206;31;24555;192;168;0;102;80;20
219;196;206;31;58429;192;168;0;102;80;20
219;196;206;31;40953;192;168;0;102;80;20
219;196;206;31;24117;192;168;0;102;80;20
219;196;206;31;54636;192;168;0;102;80;20
219;196;206;31;8399;192;168;0;102;80;20
219;196;206;31;51824;192;168;0;102;80;20
219;196;206;31;7884;192;168;0;102;80;20
219;196;206;31;54822;192;168;0;102;80;20
219;196;206;31;53593;192;168;0;102;80;20
219;196;206;31;58738;192;168;0;102;80;20
219;196;206;31;31988;192;168;0;102;80;20
219;196;206;31;56330;192;168;0;102;80;20
219;196;206;31;9760;192;168;0;102;80;20
219;196;206;31;7319;192;168;0;102;80;20
219;196;206;31;47688;192;168;0;102;80;20
219;196;206;31;63545;192;168;0;102;80;20
219;196;206;31;27583;192;168;0;102;80;20
219;196;206;31;41952;192;168;0;102;80;20
219;196;206;31;31314;192;168;0;102;80;20
219;196;206;31;10308;192;168;0;102;80;20
219;196;206;31;28842;192;168;0;102;80;20
219;196;206;31;4918;192;168;0;102;80;20
219;196;206;31;51603;192;168;0;102;80;20
219;196;206;31;19275;192;168;0;102;80;20
219;196;206;31;40778;192;168;0;102;80;20
219;196;206;31;60891;192;168;0;102;80;20
219;196;206;31;7264;192;168;0;102;80;20
219;196;206;31;56673;192;168;0;102;80;20
219;196;206;31;34332;192;168;0;102;80;20
219;196;206;31;36282;192;168;0;102;80;20
219;196;206;31;53386;192;168;0;102;80;20
219;196;206;31;33997;192;168;0;102;80;20
219;196;206;31;2788;192;168;0;102;80;20
219;196;206;31;807;192;168;0;102;80;20
219;196;206;31;31593;192;168;0;102;80;20
219;196;206;31;44773;192;168;0;102;80;20
219;196;206;31;31615;192;168;0;102;80;20
219;196;206;31;33542;192;168;0;102;80;20
219;196;206;31;36685;192;168;0;102;80;20
219;196;206;31;54271;192;168;0;102;80;20
219;196;206;31;60659;192;168;0;102;80;20
219;196;206;31;55894;192;168;0;102;80;20
219;196;206;31;65316;192;168;0;102;80;20
219;196;206;31;37625;192;168;0;102;80;20
219;196;206;31;44280;192;168;0;102;80;20
219;196;206;31;36285;192;168;0;102;80;20
219;196;206;31;35119;192;168;0;102;80;20
219;196;206;31;9916;192;168;0;102;80;20
219;196;206;31;54935;192;168;0;102;80;20
219;196;206;31;12057;192;168;0;102;80;20
219;196;206;31;27734;192;168;0;102;80;20
219;196;206;31;2975;192;168;0;102;80;20
219;196;206;31;53055;192;168;0;102;80;20
219;196;206;31;50057;192;168;0;102;80;20
219;196;206;31;12328;192;168;0;102;80;20
219;196;206;31;11642;192;168;0;102;80;20
219;196;206;31;38811;192;168;0;102;80;20
219;196;206;31;48134;192;168;0;102;80;20
219;196;206;31;17096;192;168;0;102;80;20
219;196;206;31;57168;192;168;0;102;80;20
219;196;206;31;50051;192;168;0;102;80;20
219;196;206;31;31503;192;168;0;102;80;20
219;196;206;31;46579;192;168;0;102;80;20
219;196;206;31;27402;192;168;0;102;80;20
219;196;206;31;17957;192;168;0;102;80;20
219;196;206;31;26168;192;168;0;102;80;20
219;196;206;31;57107;192;168;0;102;80;20
219;196;206;31;65061;192;168;0;102;80;20
219;196;206;31;22795;192;168;0;102;80;20
219;196;206;31;52687;192;168;0;102;80;20
219;196;206;31;60420;192;168;0;102;80;20
219;196;206;31;11659;192;168;0;102;80;20
219;196;206;31;3204;192;168;0;102;80;20
219;196;206;31;52056;192;168;0;102;80;20
219;196;206;31;49612;192;168;0;102;80;20
219;196;206;31;56614;192;168;0;102;80;20
219;196;206;31;17303;192;168;0;102;80;20
219;196;206;31;17905;192;168;0;102;80;20
219;196;206;31;14303;192;168;0;102;80;20
219;196;206;31;4091;192;168;0;102;80;20
219;196;206;31;38881;192;168;0;102;80;20
219;196;206;31;21976;192;168;0;102;80;20
219;196;206;31;18870;192;168;0;102;80;20
219;196;206;31;42458;192;168;0;102;80;20
219;196;206;31;48389;192;168;0;102;80;20
219;196;206;31;10745;192;168;0;102;80;20
219;196;206;31;60189;192;168;0;102;80;20
219;196;206;31;45852;192;168;0;102;80;20
219;196;206;31;31009;192;168;0;102;80;20
219;196;206;31;1519;192;168;0;102;80;20
219;196;206;31;8680;192;168;0;102;80;20
219;196;206;31;21744;192;168;0;102;80;20
219;196;206;31;62078;192;168;0;102;80;20
219;196;206;31;14752;192;168;0;102;80;20
219;196;206;31;23320;192;168;0;102;80;20
219;196;206;31;45597;192;168;0;102;80;20
219;196;206;31;27576;192;168;0;102;80;20
219;196;206;31;2541;192;168;0;102;80;20
219;196;206;31;24485;192;168;0;102;80;20
219;196;206;31;18793;192;168;0;102;80;20
219;196;206;31;38938;192;168;0;102;80;20
219;196;206;31;54560;192;168;0;102;80;20
219;196;206;31;29512;192;168;0;102;80;20
219;196;206;31;34796;192;168;0;102;80;20
219;196;206;31;21458;192;168;0;102;80;20
219;196;206;31;26442;192;168;0;102;80;20
219;196;206;31;25809;192;168;0;102;80;20
219;196;206;31;13415;192;168;0;102;80;20
219;196;206;31;64858;192;168;0;102;80;20
219;196;206;31;59622;192;168;0;102;80;20
219;196;206;31;27595;192;168;0;102;80;20
219;196;206;31;25158;192;168;0;102;80;20
219;196;206;31;64472;192;168;0;102;80;20
219;196;206;31;11812;192;168;0;102;80;20
219;196;206;31;41814;192;168;0;102;80;20
219;196;206;31;46169;192;168;0;102;80;20
219;196;206;31;47461;192;168;0;102;80;20
219;196;206;31;42959;192;168;0;102;80;20
219;196;206;31;35673;192;168;0;102;80;20
219;196;206;31;28467;192;168;0;102;80;20
219;196;206;31;7402;192;168;0;102;80;20
219;196;206;31;5110;192;168;0;102;80;20
219;196;206;31;10759;192;168;0;102;80;20
219;196;206;31;17503;192;168;0;102;80;20
219;196;206;31;31301;192;168;0;102;80;20
219;196;206;31;43392;192;168;0;102;80;20
219;196;206;31;2197;192;168;0;102;80;20
219;196;206;31;22434;192;168;0;102;80;20
219;196;206;31;14560;192;168;0;102;80;20
219;196;206;31;14607;192;168;0;102;80;20
219;196;206;31;47035;192;168;0;102;80;20
219;196;206;31;6744;192;168;0;102;80;20
219;196;206;31;22902;192;168;0;102;80;20
219;196;206;31;12572;192;168;0;102;80;20
219;196;206;31;54469;192;168;0;102;80;20
219;196;206;31;18811;192;168;0;102;80;20
219;196;206;31;15049;192;168;0;102;80;20
219;196;206;31;5732;192;168;0;102;80;20
219;196;206;31;5646;192;168;0;102;80;20
219;196;206;31;16498;192;168;0;102;80;20
219;196;206;31;28825;192;168;0;102;80;20
219;196;206;31;3458;192;168;0;102;80;20
219;196;206;31;12048;192;168;0;102;80;20
219;196;206;31;45563;192;168;0;102;80;20
219;196;206;31;64404;192;168;0;102;80;20
219;196;206;31;1333;192;168;0;102;80;20
219;196;206;31;63135;192;168;0;102;80;20
219;196;206;31;40091;192;168;0;102;80;20
219;196;206;31;38362;192;168;0;102;80;20
219;196;206;31;18402;192;168;0;102;80;20
219;196;206;31;46599;192;168;0;102;80;20
219;196;206;31;14798;192;168;0;102;80;20
219;196;206;31;29248;192;168;0;102;80;20
219;196;206;31;33873;192;168;0;102;80;20
219;196;206;31;15148;192;168;0;102;80;20
219;196;206;31;42325;192;168;0;102;80;20
219;196;206;31;34181;192;168;0;102;80;20
219;196;206;31;61795;192;168;0;102;80;20
219;196;206;31;30716;192;168;0;102;80;20
219;196;206;31;10676;192;168;0;102;80;20
219;196;206;31;51313;192;168;0;102;80;20
219;196;206;31;10898;192;168;0;102;80;20
219;196;206;31;44150;192;168;0;102;80;20
219;196;206;31;30023;192;168;0;102;80;20
219;196;206;31;31909;192;168;0;102;80;20
219;196;206;31;1795;192;168;0;102;80;20
219;196;206;31;57418;192;168;0;102;80;20
219;196;206;31;55363;192;168;0;102;80;20
219;196;206;31;9959;192;168;0;102;80;20
219;196;206;31;59003;192;168;0;102;80;20
219;196;206;31;48576;192;168;0;102;80;20
219;196;206;31;12694;192;168;0;102;80;20
219;196;206;31;53386;192;168;0;102;80;20
219;196;206;31;9971;192;168;0;102;80;20
219;196;206;31;17218;192;168;0;102;80;20
219;196;206;31;11896;192;168;0;102;80;20
219;196;206;31;16830;192;168;0;102;80;20
219;196;206;31;6802;192;168;0;102;80;20
219;196;206;31;61505;192;168;0;102;80;20
219;196;206;31;44598;192;168;0;102;80;20
219;196;206;31;23198;192;168;0;102;80;20
219;196;206;31;27626;192;168;0;102;80;20
219;196;206;31;6411;192;168;0;102;80;20
219;196;206;31;48529;192;168;0;102;80;20
219;196;206;31;58799;192;168;0;102;80;20
219;196;206;31;26982;192;168;0;102;80;20
219;196;206;31;40616;192;168;0;102;80;20
219;196;206;31;230;192;168;0;102;80;20
219;196;206;31;50492;192;168;0;102;80;20
219;196;206;31;4298;192;168;0;102;80;20
219;196;206;31;13943;192;168;0;102;80;20
219;196;206;31;4223;192;168;0;102;80;20
219;196;206;31;37501;192;168;0;102;80;20
219;196;206;31;56985;192;168;0;102;80;20
219;196;206;31;16864;192;168;0;102;80;20
219;196;206;31;22705;192;168;0;102;80;20
219;196;206;31;40803;192;168;0;102;80;20
219;196;206;31;6940;192;168;0;102;80;20
219;196;206;31;3005;192;168;0;102;80;20
219;196;206;31;37810;192;168;0;102;80;20
219;196;206;31;65204;192;168;0;102;80;20
219;196;206;31;25117;192;168;0;102;80;20
219;196;206;31;28478;192;168;0;102;80;20
219;196;206;31;51593;192;168;0;102;80;20
219;196;206;31;10543;192;168;0;102;80;20
219;196;206;31;190;192;168;0;102;80;20
219;196;206;31;45978;192;168;0;102;80;20
219;196;206;31;7011;192;168;0;102;80;20
219;196;206;31;64218;192;168;0;102;80;20
219;196;206;31;55941;192;168;0;102;80;20
219;196;206;31;8393;192;168;0;102;80;20
219;196;206;31;12222;192;168;0;102;80;20
219;196;206;31;14141;192;168;0;102;80;20
219;196;206;31;9336;192;168;0;102;80;20
219;196;206;31;57523;192;168;0;102;80;20
219;196;206;31;35042;192;168;0;102;80;20
219;196;206;31;8663;192;168;0;102;80;20
219;196;206;31;50312;192;168;0;102;80;20
219;196;206;31;23209;192;168;0;102;80;20
219;196;206;31;39109;192;168;0;102;80;20
219;196;206;31;34966;192;168;0;102;80;20
219;196;206;31;51180;192;168;0;102;80;20
219;196;206;31;49368;192;168;0;102;80;20
219;196;206;31;56758;192;168;0;102;80;20
219;196;206;31;11256;192;168;0;102;80;20
219;196;206;31;50431;192;168;0;102;80;20
219;196;206;31;853;192;168;0;102;80;20
219;196;206;31;24153;192;168;0;102;80;20
219;196;206;31;50799;192;168;0;102;80;20
219;196;206;31;58448;192;168;0;102;80;20
219;196;206;31;44779;192;168;0;102;80;20
219;196;206;31;42789;192;168;0;102;80;20
219;196;206;31;25312;192;168;0;102;80;20
219;196;206;31;18886;192;168;0;102;80;20
219;196;206;31;48823;192;168;0;102;80;20
219;196;206;31;63810;192;168;0;102;80;20
219;196;206;31;11960;192;168;0;102;80;20
219;196;206;31;3784;192;168;0;102;80;20
219;196;206;31;10369;192;168;0;102;80;20
219;196;206;31;54201;192;168;0;102;80;20
219;196;206;31;20879;192;168;0;102;80;20
219;196;206;31;47861;192;168;0;102;80;20
219;196;206;31;37169;192;168;0;102;80;20
219;196;206;31;20919;192;168;0;102;80;20
219;196;206;31;51742;192;168;0;102;80;20
219;196;206;31;45070;192;168;0;102;80;20
219;196;206;31;36986;192;168;0;102;80;20
219;196;206;31;37541;192;168;0;102;80;20
219;196;206;31;13451;192;168;0;102;80;20
219;196;206;31;24774;192;168;0;102;80;20
219;196;206;31;11003;192;168;0;102;80;20
219;196;206;31;50696;192;168;0;102;80;20
219;196;206;31;10221;192;168;0;102;80;20
219;196;206;31;54380;192;168;0;102;80;20
219;196;206;31;16774;192;168;0;102;80;20
219;196;206;31;35487;192;168;0;102;80;20
219;196;206;31;61885;192;168;0;102;80;20
219;196;206;31;2300;192;168;0;102;80;20
219;196;206;31;54328;192;168;0;102;80;20
219;196;206;31;47792;192;168;0;102;80;20
219;196;206;31;44325;192;168;0;102;80;20
219;196;206;31;20486;192;168;0;102;80;20
219;196;206;31;24712;192;168;0;102;80;20
219;196;206;31;39946;192;168;0;102;80;20
219;196;206;31;58186;192;168;0;102;80;20
219;196;206;31;25544;192;168;0;102;80;20
219;196;206;31;58646;192;168;0;102;80;20
219;196;206;31;17153;192;168;0;102;80;20
219;196;206;31;25603;192;168;0;102;80;20
219;196;206;31;1860;192;168;0;102;80;20
219;196;206;31;17336;192;168;0;102;80;20
219;196;206;31;23405;192;168;0;102;80;20
219;196;206;31;6187;192;168;0;102;80;20
219;196;206;31;35596;192;168;0;102;80;20
219;196;206;31;58569;192;168;0;102;80;20
219;196;206;31;28745;192;168;0;102;80;20
219;196;206;31;32140;192;168;0;102;80;20
219;196;206;31;26891;192;168;0;102;80;20
219;196;206;31;21522;192;168;0;102;80;20
219;196;206;31;55784;192;168;0;102;80;20
219;196;206;31;51128;192;168;0;102;80;20
219;196;206;31;24574;192;168;0;102;80;20
219;196;206;31;34381;192;168;0;102;80;20
219;196;206;31;53724;192;168;0;102;80;20
219;196;206;31;33045;192;168;0;102;80;20
219;196;206;31;24454;192;168;0;102;80;20
219;196;206;31;54699;192;168;0;102;80;20
219;196;206;31;2283;192;168;0;102;80;20
219;196;206;31;27197;192;168;0;102;80;20
219;196;206;31;46856;192;168;0;102;80;20
219;196;206;31;57338;192;168;0;102;80;20
219;196;206;31;39909;192;168;0;102;80;20
219;196;206;31;21733;192;168;0;102;80;20
219;196;206;31;39822;192;168;0;102;80;20
219;196;206;31;971;192;168;0;102;80;20
219;196;206;31;1888;192;168;0;102;80;20
219;196;206;31;27933;192;168;0;102;80;20
219;196;206;31;56575;192;168;0;102;80;20
219;196;206;31;43777;192;168;0;102;80;20
219;196;206;31;24603;192;168;0;102;80;20
219;196;206;31;21503;192;168;0;102;80;20
219;196;206;31;56241;192;168;0;102;80;20
219;196;206;31;53344;192;168;0;102;80;20
219;196;206;31;15956;192;168;0;102;80;20
219;196;206;31;2039;192;168;0;102;80;20
219;196;206;31;40303;192;168;0;102;80;20
219;196;206;31;58012;192;168;0;102;80;20
219;196;206;31;57634;192;168;0;102;80;20
219;196;206;31;37021;192;168;0;102;80;20
219;196;206;31;41179;192;168;0;102;80;20
219;196;206;31;45916;192;168;0;102;80;20
219;196;206;31;49667;192;168;0;102;80;20
219;196;206;31;51363;192;168;0;102;80;20
219;196;206;31;52032;192;168;0;102;80;20
219;196;206;31;47750;192;168;0;102;80;20
219;196;206;31;24262;192;168;0;102;80;20
219;196;206;31;59517;192;168;0;102;80;20
219;196;206;31;16491;192;168;0;102;80;20
219;196;206;31;49305;192;168;0;102;80;20
219;196;206;31;19242;192;168;0;102;80;20
219;196;206;31;11352;192;168;0;102;80;20
219;196;206;31;30763;192;168;0;102;80;20
219;196;206;31;37883;192;168;0;102;80;20
219;196;206;31;5990;192;168;0;102;80;20
219;196;206;31;63079;192;168;0;102;80;20
219;196;206;31;12796;192;168;0;102;80;20
219;196;206;31;6110;192;168;0;102;80;20
219;196;206;31;29316;192;168;0;102;80;20
219;196;206;31;40572;192;168;0;102;80;20
219;196;206;31;16084;192;168;0;102;80;20
219;196;206;31;61323;192;168;0;102;80;20
219;196;206;31;28354;192;168;0;102;80;20
219;196;206;31;25524;192;168;0;102;80;20
219;196;206;31;31686;192;168;0;102;80;20
219;196;206;31;46585;192;168;0;102;80;20
219;196;206;31;40209;192;168;0;102;80;20
219;196;206;31;61163;192;168;0;102;80;20
219;196;206;31;65342;192;168;0;102;80;20
219;196;206;31;2070;192;168;0;102;80;20
219;196;206;31;32467;192;168;0;102;80;20
219;196;206;31;56604;192;168;0;102;80;20
219;196;206;31;26111;192;168;0;102;80;20
219;196;206;31;34470;192;168;0;102;80;20
219;196;206;31;56142;192;168;0;102;80;20
219;196;206;31;61509;192;168;0;102;80;20
219;196;206;31;19122;192;168;0;102;80;20
219;196;206;31;28431;192;168;0;102;80;20
219;196;206;31;55325;192;168;0;102;80;20
219;196;206;31;24682;192;168;0;102;80;20
219;196;206;31;42164;192;168;0;102;80;20
219;196;206;31;20444;192;168;0;102;80;20
219;196;206;31;16560;192;168;0;102;80;20
219;196;206;31;26735;192;168;0;102;80;20
219;196;206;31;35473;192;168;0;102;80;20
219;196;206;31;57945;192;168;0;102;80;20
219;196;206;31;63614;192;168;0;102;80;20
219;196;206;31;33665;192;168;0;102;80;20
219;196;206;31;167;192;168;0;102;80;20
219;196;206;31;22176;192;168;0;102;80;20
219;196;206;31;36384;192;168;0;102;80;20
219;196;206;31;19418;192;168;0;102;80;20
219;196;206;31;60668;192;168;0;102;80;20
219;196;206;31;23792;192;168;0;102;80;20
219;196;206;31;61818;192;168;0;102;80;20
219;196;206;31;20461;192;168;0;102;80;20
219;196;206;31;54586;192;168;0;102;80;20
219;196;206;31;55952;192;168;0;102;80;20
219;196;206;31;959;192;168;0;102;80;20
219;196;206;31;44782;192;168;0;102;80;20
219;196;206;31;58623;192;168;0;102;80;20
219;196;206;31;6065;192;168;0;102;80;20
219;196;206;31;22194;192;168;0;102;80;20
219;196;206;31;65159;192;168;0;102;80;20
219;196;206;31;15192;192;168;0;102;80;20
219;196;206;31;29181;192;168;0;102;80;20
219;196;206;31;10851;192;168;0;102;80;20
219;196;206;31;30207;192;168;0;102;80;20
219;196;206;31;24692;192;168;0;102;80;20
219;196;206;31;39930;192;168;0;102;80;20
219;196;206;31;28400;192;168;0;102;80;20
219;196;206;31;44844;192;168;0;102;80;20
219;196;206;31;35894;192;168;0;102;80;20
219;196;206;31;27418;192;168;0;102;80;20
219;196;206;31;37393;192;168;0;102;80;20
219;196;206;31;5371;192;168;0;102;80;20
219;196;206;31;3776;192;168;0;102;80;20
219;196;206;31;2605;192;168;0;102;80;20
219;196;206;31;62271;192;168;0;102;80;20
219;196;206;31;56486;192;168;0;102;80;20
219;196;206;31;955;192;168;0;102;80;20
219;196;206;31;44385;192;168;0;102;80;20
219;196;206;31;26243;192;168;0;102;80;20
219;196;206;31;35998;192;168;0;102;80;20
219;196;206;31;7667;192;168;0;102;80;20
219;196;206;31;44903;192;168;0;102;80;20
219;196;206;31;56749;192;168;0;102;80;20
219;196;206;31;55429;192;168;0;102;80;20
219;196;206;31;15309;192;168;0;102;80;20
219;196;206;31;18749;192;168;0;102;80;20
219;196;206;31;33118;192;168;0;102;80;20
219;196;206;31;21679;192;168;0;102;80;20
219;196;206;31;1574;192;168;0;102;80;20
219;196;206;31;45196;192;168;0;102;80;20
219;196;206;31;31789;192;168;0;102;80;20
219;196;206;31;10126;192;168;0;102;80;20
219;196;206;31;54534;192;168;0;102;80;20
219;196;206;31;65042;192;168;0;102;80;20
219;196;206;31;43362;192;168;0;102;80;20
219;196;206;31;7010;192;168;0;102;80;20
219;196;206;31;22321;192;168;0;102;80;20
219;196;206;31;42532;192;168;0;102;80;20
219;196;206;31;30622;192;168;0;102;80;20
219;196;206;31;61116;192;168;0;102;80;20
219;196;206;31;14507;192;168;0;102;80;20
219;196;206;31;33735;192;168;0;102;80;20
219;196;206;31;4526;192;168;0;102;80;20
219;196;206;31;62801;192;168;0;102;80;20
219;196;206;31;21243;192;168;0;102;80;20
219;196;206;31;17399;192;168;0;102;80;20
219;196;206;31;60574;192;168;0;102;80;20
219;196;206;31;38705;192;168;0;102;80;20
219;196;206;31;36244;192;168;0;102;80;20
219;196;206;31;41987;192;168;0;102;80;20
219;196;206;31;26749;192;168;0;102;80;20
219;196;206;31;33168;192;168;0;102;80;20
219;196;206;31;60932;192;168;0;102;80;20
219;196;206;31;40344;192;168;0;102;80;20
219;196;206;31;30722;192;168;0;102;80;20
219;196;206;31;50804;192;168;0;102;80;20
219;196;206;31;50815;192;168;0;102;80;20
219;196;206;31;47243;192;168;0;102;80;20
219;196;206;31;101;192;168;0;102;80;20
219;196;206;31;32281;192;168;0;102;80;20
219;196;206;31;63927;192;168;0;102;80;20
219;196;206;31;43905;192;168;0;102;80;20
219;196;206;31;15586;192;168;0;102;80;20
219;196;206;31;32251;192;168;0;102;80;20
219;196;206;31;38756;192;168;0;102;80;20
219;196;206;31;37870;192;168;0;102;80;20
219;196;206;31;32723;192;168;0;102;80;20
219;196;206;31;15354;192;168;0;102;80;20
219;196;206;31;49825;192;168;0;102;80;20
219;196;206;31;30017;192;168;0;102;80;20
219;196;206;31;17867;192;168;0;102;80;20
219;196;206;31;7833;192;168;0;102;80;20
219;196;206;31;30470;192;168;0;102;80;20
219;196;206;31;36231;192;168;0;102;80;20
219;196;206;31;14268;192;168;0;102;80;20
219;196;206;31;22889;192;168;0;102;80;20
219;196;206;31;33801;192;168;0;102;80;20
219;196;206;31;5579;192;168;0;102;80;20
219;196;206;31;42505;192;168;0;102;80;20
219;196;206;31;37680;192;168;0;102;80;20
219;196;206;31;58623;192;168;0;102;80;20
219;196;206;31;4558;192;168;0;102;80;20
219;196;206;31;23018;192;168;0;102;80;20
219;196;206;31;24605;192;168;0;102;80;20
219;196;206;31;7398;192;168;0;102;80;20
219;196;206;31;48127;192;168;0;102;80;20
219;196;206;31;3537;192;168;0;102;80;20
219;196;206;31;8184;192;168;0;102;80;20
219;196;206;31;31361;192;168;0;102;80;20
219;196;206;31;27475;192;168;0;102;80;20
219;196;206;31;59857;192;168;0;102;80;20
219;196;206;31;29636;192;168;0;102;80;20
219;196;206;31;31872;192;168;0;102;80;20
219;196;206;31;33984;192;168;0;102;80;20
219;196;206;31;9684;192;168;0;102;80;20
219;196;206;31;22547;192;168;0;102;80;20
219;196;206;31;30139;192;168;0;102;80;20
219;196;206;31;9997;192;168;0;102;80;20
219;196;206;31;20470;192;168;0;102;80;20
219;196;206;31;11819;192;168;0;102;80;20
219;196;206;31;48065;192;168;0;102;80;20
219;196;206;31;62638;192;168;0;102;80;20
219;196;206;31;64369;192;168;0;102;80;20
219;196;206;31;34439;192;168;0;102;80;20
219;196;206;31;6865;192;168;0;102;80;20
219;196;206;31;27919;192;168;0;102;80;20
219;196;206;31;61611;192;168;0;102;80;20
219;196;206;31;51064;192;168;0;102;80;20
219;196;206;31;3254;192;168;0;102;80;20
219;196;206;31;19381;192;168;0;102;80;20
219;196;206;31;60840;192;168;0;102;80;20
219;196;206;31;40224;192;168;0;102;80;20
219;196;206;31;41477;192;168;0;102;80;20
219;196;206;31;21523;192;168;0;102;80;20
219;196;206;31;8428;192;168;0;102;80;20
219;196;206;31;20394;192;168;0;102;80;20
219;196;206;31;33735;192;168;0;102;80;20
219;196;206;31;9786;192;168;0;102;80;20
219;196;206;31;13930;192;168;0;102;80;20
219;196;206;31;5866;192;168;0;102;80;20
219;196;206;31;63404;192;168;0;102;80;20
219;196;206;31;20259;192;168;0;102;80;20
219;196;206;31;12995;192;168;0;102;80;20
219;196;206;31;39802;192;168;0;102;80;20
219;196;206;31;39736;192;168;0;102;80;20
219;196;206;31;52621;192;168;0;102;80;20
219;196;206;31;44061;192;168;0;102;80;20
219;196;206;31;16987;192;168;0;102;80;20
219;196;206;31;31512;192;168;0;102;80;20
219;196;206;31;16267;192;168;0;102;80;20
219;196;206;31;40938;192;168;0;102;80;20
219;196;206;31;56830;192;168;0;102;80;20
219;196;206;31;43206;192;168;0;102;80;20
219;196;206;31;58544;192;168;0;102;80;20
219;196;206;31;3710;192;168;0;102;80;20
219;196;206;31;56606;192;168;0;102;80;20
219;196;206;31;50811;192;168;0;102;80;20
219;196;206;31;25375;192;168;0;102;80;20
219;196;206;31;25986;192;168;0;102;80;20
219;196;206;31;49578;192;168;0;102;80;20
219;196;206;31;17219;192;168;0;102;80;20
219;196;206;31;47578;192;168;0;102;80;20
219;196;206;31;63260;192;168;0;102;80;20
219;196;206;31;50157;192;168;0;102;80;20
219;196;206;31;37802;192;168;0;102;80;20
219;196;206;31;8385;192;168;0;102;80;20
219;196;206;31;40505;192;168;0;102;80;20
219;196;206;31;15431;192;168;0;102;80;20
219;196;206;31;25731;192;168;0;102;80;20
219;196;206;31;25288;192;168;0;102;80;20
219;196;206;31;40873;192;168;0;102;80;20
219;196;206;31;47065;192;168;0;102;80;20
219;196;206;31;57537;192;168;0;102;80;20
219;196;206;31;40128;192;168;0;102;80;20
219;196;206;31;27365;192;168;0;102;80;20
219;196;206;31;56342;192;168;0;102;80;20
219;196;206;31;14478;192;168;0;102;80;20
219;196;206;31;49044;192;168;0;102;80;20
219;196;206;31;9086;192;168;0;102;80;20
219;196;206;31;15764;192;168;0;102;80;20
219;196;206;31;49583;192;168;0;102;80;20
219;196;206;31;50819;192;168;0;102;80;20
219;196;206;31;26184;192;168;0;102;80;20
219;196;206;31;56658;192;168;0;102;80;20
219;196;206;31;45124;192;168;0;102;80;20
219;196;206;31;58539;192;168;0;102;80;20
219;196;206;31;6754;192;168;0;102;80;20
219;196;206;31;47579;192;168;0;102;80;20
219;196;206;31;18665;192;168;0;102;80;20
219;196;206;31;60571;192;168;0;102;80;20
219;196;206;31;33302;192;168;0;102;80;20
219;196;206;31;14792;192;168;0;102;80;20
219;196;206;31;34582;192;168;0;102;80;20
219;196;206;31;15787;192;168;0;102;80;20
219;196;206;31;31794;192;168;0;102;80;20
219;196;206;31;21251;192;168;0;102;80;20
219;196;206;31;62079;192;168;0;102;80;20
219;196;206;31;33799;192;168;0;102;80;20
219;196;206;31;22000;192;168;0;102;80;20
219;196;206;31;36800;192;168;0;102;80;20
219;196;206;31;50306;192;168;0;102;80;20
219;196;206;31;708;192;168;0;102;80;20
