time;ip1;ip2;type;
12:24:04;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:04;192;168;0;102;50265;162;159;137;234;443;Flags;
12:24:04;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:04;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:04;168;119;127;132;443;192;168;0;102;55374;Flags;
12:24:04;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:04;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:04;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:04;162;159;137;234;443;192;168;0;102;50265;Flags;
12:24:04;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:04;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:04;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:04;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:04;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:04;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;192;168;0;102;55541;192;168;1;101;7680;Flags;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;53822;64;233;165;188;5228;Flags;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;64;233;165;188;5228;192;168;0;102;53822;Flags;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;54873;172;217;16;14;80;Flags;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;172;217;16;14;80;192;168;0;102;54873;Flags;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
12:24:05;188;122;66;119;50001;192;168;0;102;49260;UDP;
12:24:05;192;168;0;102;49260;188;122;66;119;50001;UDP;
