ip1_1;ip1_2;ip1_3;ip1_4;anomaly
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
192;168;0;102;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
192;168;0;102;1
192;168;0;102;1
192;168;0;102;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
35;186;224;25;1
35;186;224;25;1
35;186;224;25;1
35;186;224;25;1
35;186;224;25;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
192;168;0;102;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
192;168;0;102;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
216;58;215;110;1
216;58;215;110;1
188;122;64;140;1
188;122;64;140;1
192;168;0;102;1
192;168;0;102;1
188;122;64;140;1
35;186;224;25;1
192;168;0;102;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
35;186;224;25;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
192;168;0;102;1
188;122;64;140;1
188;122;64;140;1
188;122;64;140;1
192;168;0;102;1
188;122;64;140;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
188;122;64;140;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
192;168;0;1;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
188;122;64;140;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
192;168;0;102;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
212;191;227;76;1
