192;168;0;104;138;192;168;0;255;138;
192;168;0;104;137;192;168;0;255;137;
192;168;0;104;137;192;168;0;255;137;
192;168;0;103;5353;224;0;0;251;5353;
192;168;0;103;5353;224;0;0;251;5353;
192;168;0;104;137;192;168;0;255;137;
192;168;0;103;5353;224;0;0;251;5353;
192;168;0;103;5353;224;0;0;251;5353;
192;168;0;104;138;192;168;0;255;138;
192;168;0;104;137;192;168;0;255;137;
192;168;0;104;137;192;168;0;255;137;
192;168;0;104;137;192;168;0;255;137;
192;168;0;104;138;192;168;0;255;138;
192;168;0;104;137;192;168;0;255;137;
192;168;0;102;52969;51;103;5;159;443;
51;103;5;159;443;192;168;0;102;52969;
192;168;0;102;52969;51;103;5;159;443;
192;168;0;104;137;192;168;0;255;137;
192;168;0;104;137;192;168;0;255;137;
192;168;0;102;65529;34;107;247;156;443;
34;107;247;156;443;192;168;0;102;65529;
192;168;0;104;137;192;168;0;255;137;
192;168;0;104;137;192;168;0;255;137;
192;168;0;102;49162;172;217;16;14;80;
172;217;16;14;80;192;168;0;102;49162;
192;168;0;104;137;192;168;0;255;137;
192;168;0;102;53001;51;103;5;159;443;
51;103;5;159;443;192;168;0;102;53001;
192;168;0;102;53001;51;103;5;159;443;
192;168;0;102;49185;192;168;8;136;7680;
192;168;0;102;49185;192;168;8;136;7680;
